"DuplicateGroupId";"Id";"Name";"WebUrl";"ParentPath";"CreatedDateTime";"LastModifiedDateTime";"Size";"QuickXorHash";"Sha1Hash";"Crc32Hash"
"1";"01KY7N7I5LZNEUP3GMDZGJJZQVJCCXGD4P";"Presentation.pptx";"https://m365cpi64692821-my.sharepoint.com/personal/admin_m365cpi64692821_onmicrosoft_com/_layouts/15/Doc.aspx?sourcedoc=%7B4749CBAB-CCEC-4C1E-94E6-154885730F8F%7D&file=Presentation.pptx&action=edit&mobileredirect=true";"/drives/b!dt8EhrQ-y0GjQnUovZXwLJ9H07FQ0PhNqLqxyNH74biuYZFPNjQlToiGVk63Ldyl/root:";"16/01/2025 09:50:41 +00:00";"16/01/2025 09:50:45 +00:00";"27681";"qXQJxlktVmXf1kLhN3f0dmEQuhg=";;
"1";"01KY7N7I5N3UHEOJWU5FCLGWYQPF3KFPBE";"Presentation1.pptx";"https://m365cpi64692821-my.sharepoint.com/personal/admin_m365cpi64692821_onmicrosoft_com/_layouts/15/Doc.aspx?sourcedoc=%7B470EDDAD-D426-44E9-B35B-107976A2BC24%7D&file=Presentation1.pptx&action=edit&mobileredirect=true";"/drives/b!dt8EhrQ-y0GjQnUovZXwLJ9H07FQ0PhNqLqxyNH74biuYZFPNjQlToiGVk63Ldyl/root:/Attachments/Test";"08/05/2025 12:33:51 +00:00";"08/05/2025 12:33:51 +00:00";"27681";"qXQJxlktVmXf1kLhN3f0dmEQuhg=";;
